"cod_muni";"muni";"var1";"var2";"tipo_estab";"qtd_medios_estabelecimentos"
"3203601";"Mucurici (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"3203700";"Muniz Freire (ES)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"3203700";"Muniz Freire (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3203809";"Muqui (ES)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"3203809";"Muqui (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3203908";"Nova Venécia (ES)";"Total";"Total";"De 200 a menos de 500 ha";"50"
"3203908";"Nova Venécia (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"3204005";"Pancas (ES)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"3204005";"Pancas (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3204054";"Pedro Canário (ES)";"Total";"Total";"De 200 a menos de 500 ha";"35"
"3204054";"Pedro Canário (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3204104";"Pinheiros (ES)";"Total";"Total";"De 200 a menos de 500 ha";"45"
"3204104";"Pinheiros (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"19"
"3204203";"Piúma (ES)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3204203";"Piúma (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3204252";"Ponto Belo (ES)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"3204252";"Ponto Belo (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"3204302";"Presidente Kennedy (ES)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"3204302";"Presidente Kennedy (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3204351";"Rio Bananal (ES)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"3204351";"Rio Bananal (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3204401";"Rio Novo do Sul (ES)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3204401";"Rio Novo do Sul (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3204500";"Santa Leopoldina (ES)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"3204500";"Santa Leopoldina (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3204559";"Santa Maria de Jetibá (ES)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3204559";"Santa Maria de Jetibá (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3204609";"Santa Teresa (ES)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3204609";"Santa Teresa (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3204658";"São Domingos do Norte (ES)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3204658";"São Domingos do Norte (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3204708";"São Gabriel da Palha (ES)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3204708";"São Gabriel da Palha (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3204807";"São José do Calçado (ES)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"3204807";"São José do Calçado (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3204906";"São Mateus (ES)";"Total";"Total";"De 200 a menos de 500 ha";"56"
"3204906";"São Mateus (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"29"
"3204955";"São Roque do Canaã (ES)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3204955";"São Roque do Canaã (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3205002";"Serra (ES)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3205002";"Serra (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3205010";"Sooretama (ES)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"3205010";"Sooretama (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3205036";"Vargem Alta (ES)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3205036";"Vargem Alta (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3205069";"Venda Nova do Imigrante (ES)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3205069";"Venda Nova do Imigrante (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3205101";"Viana (ES)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"3205101";"Viana (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3205150";"Vila Pavão (ES)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"3205150";"Vila Pavão (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3205176";"Vila Valério (ES)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"3205176";"Vila Valério (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3205200";"Vila Velha (ES)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"3205200";"Vila Velha (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3205309";"Vitória (ES)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3205309";"Vitória (ES)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3300100";"Angra dos Reis (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3300100";"Angra dos Reis (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3300159";"Aperibé (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3300159";"Aperibé (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3300209";"Araruama (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"26"
"3300209";"Araruama (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3300225";"Areal (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"3300225";"Areal (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3300233";"Armação dos Búzios (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3300233";"Armação dos Búzios (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3300258";"Arraial do Cabo (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3300258";"Arraial do Cabo (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3300308";"Barra do Piraí (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"31"
"3300308";"Barra do Piraí (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"3300407";"Barra Mansa (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"36"
"3300407";"Barra Mansa (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"3300456";"Belford Roxo (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3300456";"Belford Roxo (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3300506";"Bom Jardim (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3300506";"Bom Jardim (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3300605";"Bom Jesus do Itabapoana (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"3300605";"Bom Jesus do Itabapoana (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"3300704";"Cabo Frio (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"3300704";"Cabo Frio (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3300803";"Cachoeiras de Macacu (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3300803";"Cachoeiras de Macacu (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"3300902";"Cambuci (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"3300902";"Cambuci (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3300936";"Carapebus (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3300936";"Carapebus (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3300951";"Comendador Levy Gasparian (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3300951";"Comendador Levy Gasparian (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3301009";"Campos dos Goytacazes (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"141"
"3301009";"Campos dos Goytacazes (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"42"
"3301108";"Cantagalo (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"47"
"3301108";"Cantagalo (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"3301157";"Cardoso Moreira (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"3301157";"Cardoso Moreira (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3301207";"Carmo (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"3301207";"Carmo (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3301306";"Casimiro de Abreu (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"3301306";"Casimiro de Abreu (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"3301405";"Conceição de Macabu (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"3301405";"Conceição de Macabu (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3301504";"Cordeiro (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3301504";"Cordeiro (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3301603";"Duas Barras (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3301603";"Duas Barras (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"3301702";"Duque de Caxias (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3301702";"Duque de Caxias (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3301801";"Engenheiro Paulo de Frontin (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3301801";"Engenheiro Paulo de Frontin (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3301850";"Guapimirim (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3301850";"Guapimirim (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3301876";"Iguaba Grande (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3301876";"Iguaba Grande (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3301900";"Itaboraí (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"3301900";"Itaboraí (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3302007";"Itaguaí (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3302007";"Itaguaí (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3302056";"Italva (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"3302056";"Italva (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3302106";"Itaocara (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"26"
"3302106";"Itaocara (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3302205";"Itaperuna (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"66"
"3302205";"Itaperuna (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"3302254";"Itatiaia (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3302254";"Itatiaia (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3302270";"Japeri (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3302270";"Japeri (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3302304";"Laje do Muriaé (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"3302304";"Laje do Muriaé (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3302403";"Macaé (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"44"
"3302403";"Macaé (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"3302452";"Macuco (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"3302452";"Macuco (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3302502";"Magé (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3302502";"Magé (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3302601";"Mangaratiba (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3302601";"Mangaratiba (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3302700";"Maricá (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3302700";"Maricá (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3302809";"Mendes (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3302809";"Mendes (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3302858";"Mesquita (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3302858";"Mesquita (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3302908";"Miguel Pereira (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3302908";"Miguel Pereira (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3303005";"Miracema (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"3303005";"Miracema (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3303104";"Natividade (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"33"
"3303104";"Natividade (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3303302";"Niterói (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3303302";"Niterói (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3303401";"Nova Friburgo (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3303401";"Nova Friburgo (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3303500";"Nova Iguaçu (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3303500";"Nova Iguaçu (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3303609";"Paracambi (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3303609";"Paracambi (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3303708";"Paraíba do Sul (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"42"
"3303708";"Paraíba do Sul (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3303807";"Paraty (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3303807";"Paraty (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3303856";"Paty do Alferes (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3303856";"Paty do Alferes (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3303906";"Petrópolis (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"3303906";"Petrópolis (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3303955";"Pinheiral (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3303955";"Pinheiral (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3304003";"Piraí (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"3304003";"Piraí (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3304102";"Porciúncula (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"3304102";"Porciúncula (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3304110";"Porto Real (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3304110";"Porto Real (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3304128";"Quatis (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"3304128";"Quatis (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3304144";"Queimados (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3304144";"Queimados (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3304151";"Quissamã (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"3304151";"Quissamã (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3304201";"Resende (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"60"
"3304201";"Resende (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3304300";"Rio Bonito (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"3304300";"Rio Bonito (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3304409";"Rio Claro (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"3304409";"Rio Claro (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"3304508";"Rio das Flores (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"29"
"3304508";"Rio das Flores (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"3304524";"Rio das Ostras (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"3304524";"Rio das Ostras (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3304557";"Rio de Janeiro (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3304557";"Rio de Janeiro (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3304607";"Santa Maria Madalena (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"47"
"3304607";"Santa Maria Madalena (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"3304706";"Santo Antônio de Pádua (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"3304706";"Santo Antônio de Pádua (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3304755";"São Francisco de Itabapoana (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"43"
"3304755";"São Francisco de Itabapoana (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3304805";"São Fidélis (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"59"
"3304805";"São Fidélis (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"3304904";"São Gonçalo (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3304904";"São Gonçalo (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3305000";"São João da Barra (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3305000";"São João da Barra (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3305109";"São João de Meriti (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3305109";"São João de Meriti (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3305133";"São José de Ubá (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"3305133";"São José de Ubá (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3305208";"São Pedro da Aldeia (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"3305208";"São Pedro da Aldeia (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3305307";"São Sebastião do Alto (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"3305307";"São Sebastião do Alto (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3305406";"Sapucaia (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"3305406";"Sapucaia (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"3305505";"Saquarema (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"3305505";"Saquarema (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3305554";"Seropédica (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3305554";"Seropédica (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3305604";"Silva Jardim (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"56"
"3305604";"Silva Jardim (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"22"
"3305703";"Sumidouro (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3305703";"Sumidouro (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3305752";"Tanguá (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3305752";"Tanguá (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3305802";"Teresópolis (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"3305802";"Teresópolis (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3305901";"Trajano de Moraes (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"38"
"3305901";"Trajano de Moraes (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"3306008";"Três Rios (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"3306008";"Três Rios (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"3306107";"Valença (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"68"
"3306107";"Valença (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"3306156";"Varre-Sai (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3306156";"Varre-Sai (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3306206";"Vassouras (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"33"
"3306206";"Vassouras (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3306305";"Volta Redonda (RJ)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3306305";"Volta Redonda (RJ)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3500105";"Adamantina (SP)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"3500105";"Adamantina (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3500204";"Adolfo (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3500204";"Adolfo (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3500303";"Aguaí (SP)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"3500303";"Aguaí (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3500402";"Águas da Prata (SP)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3500402";"Águas da Prata (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3500501";"Águas de Lindóia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3500501";"Águas de Lindóia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3500550";"Águas de Santa Bárbara (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3500550";"Águas de Santa Bárbara (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3500709";"Agudos (SP)";"Total";"Total";"De 200 a menos de 500 ha";"30"
"3500709";"Agudos (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"3500758";"Alambari (SP)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3500758";"Alambari (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3500808";"Alfredo Marcondes (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3500808";"Alfredo Marcondes (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3500907";"Altair (SP)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3500907";"Altair (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3501004";"Altinópolis (SP)";"Total";"Total";"De 200 a menos de 500 ha";"31"
"3501004";"Altinópolis (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"3501103";"Alto Alegre (SP)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"3501103";"Alto Alegre (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3501152";"Alumínio (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3501152";"Alumínio (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3501202";"Álvares Florence (SP)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"3501202";"Álvares Florence (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3501301";"Álvares Machado (SP)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"3501301";"Álvares Machado (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3501400";"Álvaro de Carvalho (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3501400";"Álvaro de Carvalho (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3501509";"Alvinlândia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3501509";"Alvinlândia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3501608";"Americana (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3501608";"Americana (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3501707";"Américo Brasiliense (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3501707";"Américo Brasiliense (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3501806";"Américo de Campos (SP)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3501806";"Américo de Campos (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3501905";"Amparo (SP)";"Total";"Total";"De 200 a menos de 500 ha";"42"
"3501905";"Amparo (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3502002";"Analândia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3502002";"Analândia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"3502101";"Andradina (SP)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"3502101";"Andradina (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3502200";"Angatuba (SP)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"3502200";"Angatuba (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"3502309";"Anhembi (SP)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"3502309";"Anhembi (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"3502408";"Anhumas (SP)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"3502408";"Anhumas (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3502507";"Aparecida (SP)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3502507";"Aparecida (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3502606";"Aparecida d'Oeste (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3502606";"Aparecida d'Oeste (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3502705";"Apiaí (SP)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"3502705";"Apiaí (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3502754";"Araçariguama (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3502754";"Araçariguama (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3502804";"Araçatuba (SP)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"3502804";"Araçatuba (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
