"cod_muni";"muni";"var1";"var2";"tipo_estab";"qtd_medios_estabelecimentos"
"4304622";"Capão Bonito do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"4304630";"Capão da Canoa (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4304630";"Capão da Canoa (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4304655";"Capão do Cipó (RS)";"Total";"Total";"De 200 a menos de 500 ha";"30"
"4304655";"Capão do Cipó (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"38"
"4304663";"Capão do Leão (RS)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"4304663";"Capão do Leão (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"4304671";"Capivari do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"4304671";"Capivari do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"4304689";"Capela de Santana (RS)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"4304689";"Capela de Santana (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4304697";"Capitão (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4304697";"Capitão (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4304705";"Carazinho (RS)";"Total";"Total";"De 200 a menos de 500 ha";"59"
"4304705";"Carazinho (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"34"
"4304713";"Caraá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4304713";"Caraá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4304804";"Carlos Barbosa (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4304804";"Carlos Barbosa (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4304853";"Carlos Gomes (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4304853";"Carlos Gomes (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4304903";"Casca (RS)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"4304903";"Casca (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4304952";"Caseiros (RS)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"4304952";"Caseiros (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4305009";"Catuípe (RS)";"Total";"Total";"De 200 a menos de 500 ha";"36"
"4305009";"Catuípe (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"4305108";"Caxias do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"53"
"4305108";"Caxias do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"4305116";"Centenário (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4305116";"Centenário (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305124";"Cerrito (RS)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"4305124";"Cerrito (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"4305132";"Cerro Branco (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4305132";"Cerro Branco (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305157";"Cerro Grande (RS)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"4305157";"Cerro Grande (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305173";"Cerro Grande do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4305173";"Cerro Grande do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305207";"Cerro Largo (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4305207";"Cerro Largo (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305306";"Chapada (RS)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"4305306";"Chapada (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"4305355";"Charqueadas (RS)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"4305355";"Charqueadas (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"4305371";"Charrua (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4305371";"Charrua (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305405";"Chiapetta (RS)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"4305405";"Chiapetta (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"4305439";"Chuí (RS)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4305439";"Chuí (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305447";"Chuvisca (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4305447";"Chuvisca (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4305454";"Cidreira (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4305454";"Cidreira (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4305504";"Ciríaco (RS)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"4305504";"Ciríaco (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4305587";"Colinas (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4305587";"Colinas (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305603";"Colorado (RS)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"4305603";"Colorado (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4305702";"Condor (RS)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"4305702";"Condor (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"4305801";"Constantina (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4305801";"Constantina (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305835";"Coqueiro Baixo (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4305835";"Coqueiro Baixo (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305850";"Coqueiros do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4305850";"Coqueiros do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4305871";"Coronel Barros (RS)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"4305871";"Coronel Barros (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4305900";"Coronel Bicaco (RS)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"4305900";"Coronel Bicaco (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"4305934";"Coronel Pilar (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4305934";"Coronel Pilar (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305959";"Cotiporã (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4305959";"Cotiporã (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4305975";"Coxilha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"4305975";"Coxilha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"4306007";"Crissiumal (RS)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"4306007";"Crissiumal (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306056";"Cristal (RS)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"4306056";"Cristal (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"17"
"4306072";"Cristal do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4306072";"Cristal do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4306106";"Cruz Alta (RS)";"Total";"Total";"De 200 a menos de 500 ha";"84"
"4306106";"Cruz Alta (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"50"
"4306130";"Cruzaltense (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4306130";"Cruzaltense (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4306205";"Cruzeiro do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4306205";"Cruzeiro do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306304";"David Canabarro (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4306304";"David Canabarro (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306320";"Derrubadas (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4306320";"Derrubadas (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306353";"Dezesseis de Novembro (RS)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"4306353";"Dezesseis de Novembro (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4306379";"Dilermando de Aguiar (RS)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"4306379";"Dilermando de Aguiar (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"4306403";"Dois Irmãos (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4306403";"Dois Irmãos (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306429";"Dois Irmãos das Missões (RS)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"4306429";"Dois Irmãos das Missões (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"4306452";"Dois Lajeados (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4306452";"Dois Lajeados (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306502";"Dom Feliciano (RS)";"Total";"Total";"De 200 a menos de 500 ha";"55"
"4306502";"Dom Feliciano (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"4306551";"Dom Pedro de Alcântara (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4306551";"Dom Pedro de Alcântara (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306601";"Dom Pedrito (RS)";"Total";"Total";"De 200 a menos de 500 ha";"144"
"4306601";"Dom Pedrito (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"129"
"4306700";"Dona Francisca (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4306700";"Dona Francisca (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306734";"Doutor Maurício Cardoso (RS)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"4306734";"Doutor Maurício Cardoso (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4306759";"Doutor Ricardo (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4306759";"Doutor Ricardo (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306767";"Eldorado do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"4306767";"Eldorado do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4306809";"Encantado (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4306809";"Encantado (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306908";"Encruzilhada do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"181"
"4306908";"Encruzilhada do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"58"
"4306924";"Engenho Velho (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4306924";"Engenho Velho (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4306932";"Entre-Ijuís (RS)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"4306932";"Entre-Ijuís (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"4306957";"Entre Rios do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4306957";"Entre Rios do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4306973";"Erebango (RS)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"4306973";"Erebango (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4307005";"Erechim (RS)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"4307005";"Erechim (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4307054";"Ernestina (RS)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"4307054";"Ernestina (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4307104";"Herval (RS)";"Total";"Total";"De 200 a menos de 500 ha";"59"
"4307104";"Herval (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"29"
"4307203";"Erval Grande (RS)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4307203";"Erval Grande (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4307302";"Erval Seco (RS)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"4307302";"Erval Seco (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4307401";"Esmeralda (RS)";"Total";"Total";"De 200 a menos de 500 ha";"52"
"4307401";"Esmeralda (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"25"
"4307450";"Esperança do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"4307450";"Esperança do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4307500";"Espumoso (RS)";"Total";"Total";"De 200 a menos de 500 ha";"63"
"4307500";"Espumoso (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"17"
"4307559";"Estação (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4307559";"Estação (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4307609";"Estância Velha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4307609";"Estância Velha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4307708";"Esteio (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4307708";"Esteio (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4307807";"Estrela (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4307807";"Estrela (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4307815";"Estrela Velha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"4307815";"Estrela Velha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4307831";"Eugênio de Castro (RS)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"4307831";"Eugênio de Castro (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"4307864";"Fagundes Varela (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4307864";"Fagundes Varela (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4307906";"Farroupilha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4307906";"Farroupilha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308003";"Faxinal do Soturno (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4308003";"Faxinal do Soturno (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308052";"Faxinalzinho (RS)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"4308052";"Faxinalzinho (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4308078";"Fazenda Vilanova (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4308078";"Fazenda Vilanova (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4308102";"Feliz (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4308102";"Feliz (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308201";"Flores da Cunha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4308201";"Flores da Cunha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308250";"Floriano Peixoto (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4308250";"Floriano Peixoto (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308300";"Fontoura Xavier (RS)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"4308300";"Fontoura Xavier (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"4308409";"Formigueiro (RS)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"4308409";"Formigueiro (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"4308433";"Forquetinha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4308433";"Forquetinha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308458";"Fortaleza dos Valos (RS)";"Total";"Total";"De 200 a menos de 500 ha";"39"
"4308458";"Fortaleza dos Valos (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"4308508";"Frederico Westphalen (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4308508";"Frederico Westphalen (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308607";"Garibaldi (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4308607";"Garibaldi (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308656";"Garruchos (RS)";"Total";"Total";"De 200 a menos de 500 ha";"37"
"4308656";"Garruchos (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"24"
"4308706";"Gaurama (RS)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"4308706";"Gaurama (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4308805";"General Câmara (RS)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"4308805";"General Câmara (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"4308854";"Gentil (RS)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"4308854";"Gentil (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4308904";"Getúlio Vargas (RS)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4308904";"Getúlio Vargas (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4309001";"Giruá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"66"
"4309001";"Giruá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"4309050";"Glorinha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"4309050";"Glorinha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"4309100";"Gramado (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4309100";"Gramado (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309126";"Gramado dos Loureiros (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4309126";"Gramado dos Loureiros (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4309159";"Gramado Xavier (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4309159";"Gramado Xavier (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4309209";"Gravataí (RS)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"4309209";"Gravataí (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309258";"Guabiju (RS)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"4309258";"Guabiju (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309308";"Guaíba (RS)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"4309308";"Guaíba (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4309407";"Guaporé (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4309407";"Guaporé (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309506";"Guarani das Missões (RS)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"4309506";"Guarani das Missões (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309555";"Harmonia (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4309555";"Harmonia (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309571";"Herveiras (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4309571";"Herveiras (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4309605";"Horizontina (RS)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"4309605";"Horizontina (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309654";"Hulha Negra (RS)";"Total";"Total";"De 200 a menos de 500 ha";"40"
"4309654";"Hulha Negra (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"4309704";"Humaitá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4309704";"Humaitá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309753";"Ibarama (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4309753";"Ibarama (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4309803";"Ibiaçá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"4309803";"Ibiaçá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"4309902";"Ibiraiaras (RS)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"4309902";"Ibiraiaras (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4309951";"Ibirapuitã (RS)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"4309951";"Ibirapuitã (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4310009";"Ibirubá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"4310009";"Ibirubá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"4310108";"Igrejinha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4310108";"Igrejinha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310207";"Ijuí (RS)";"Total";"Total";"De 200 a menos de 500 ha";"31"
"4310207";"Ijuí (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4310306";"Ilópolis (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4310306";"Ilópolis (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310330";"Imbé (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4310330";"Imbé (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310363";"Imigrante (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4310363";"Imigrante (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310405";"Independência (RS)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"4310405";"Independência (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4310413";"Inhacorá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4310413";"Inhacorá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4310439";"Ipê (RS)";"Total";"Total";"De 200 a menos de 500 ha";"31"
"4310439";"Ipê (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"4310462";"Ipiranga do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4310462";"Ipiranga do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310504";"Iraí (RS)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4310504";"Iraí (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310538";"Itaara (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4310538";"Itaara (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4310553";"Itacurubi (RS)";"Total";"Total";"De 200 a menos de 500 ha";"42"
"4310553";"Itacurubi (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"28"
"4310579";"Itapuca (RS)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"4310579";"Itapuca (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310603";"Itaqui (RS)";"Total";"Total";"De 200 a menos de 500 ha";"68"
"4310603";"Itaqui (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"60"
"4310652";"Itati (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4310652";"Itati (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310702";"Itatiba do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4310702";"Itatiba do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4310751";"Ivorá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4310751";"Ivorá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
