"id_municipio";"empregos_agro"
5002159;376
5002209;1052
5002308;1196
5002407;1799
5002605;998
5002704;3841
5002803;373
5002902;796
5002951;3008
5003108;312
5003157;107
5003207;2362
5003256;1388
5003306;1050
5003454;180
5003488;508
5003504;105
5003702;1865
5003751;303
5003801;108
5003900;303
5004007;177
5004106;354
5004304;529
5004403;730
5004502;514
5004601;743
5004700;609
5004809;50
5004908;625
5005004;448
5005103;547
5005152;235
5005202;18
5005251;703
5005400;2391
5005608;1109
5005681;100
5005707;1230
5005806;556
5006002;695
5006200;1133
5006259;105
5006275;698
5006309;1331
5006358;191
5006408;443
5006606;1445
5006903;1248
5007109;2774
5007208;1846
5007307;232
5007406;985
5007505;314
5007554;979
5007695;1701
5007703;206
5007802;387
5007901;1716
5007935;1760
5007950;351
5007976;164
5008008;895
5008305;4242
5008404;319
5100102;147
5100201;1147
5100250;1351
5100300;462
5100359;116
5100409;1609
5100508;169
5100607;587
5100805;216
5101001;365
5101209;32
5101258;454
5101308;68
5101407;572
5101605;131
5101704;1518
5101803;961
5101852;810
5101902;1744
5102504;2069
5102603;363
5102637;5116
5102678;3866
5102686;2064
5102694;111
5102702;1296
5102793;334
5102850;393
5103007;772
5103056;494
5103106;621
5103205;452
5103254;516
5103304;1017
5103353;442
5103361;200
5103379;134
5103403;3956
5103437;30
5103452;267
5103502;3327
5103601;720
5103700;615
5103809;165
5103858;836
5103908;435
5103957;134
5104104;274
5104203;653
5104500;122
5104526;1505
5104542;204
5104559;461
5104609;2119
5104807;630
5104906;183
5105002;201
5105101;1584
5105150;745
5105176;203
5105200;551
5105234;585
5105259;2537
5105309;40
5105507;1831
5105580;521
5105606;646
5105622;647
5105903;275
5106000;266
5106109;452
5106158;380
5106174;123
5106182;419
5106190;254
5106208;245
5106216;667
5106224;3422
5106232;1837
5106240;1929
5106257;617
5106265;398
5106273;91
5106281;914
5106299;503
5106307;1673
5106315;19
5106372;2290
5106422;429
5106455;262
5106505;731
5106653;225
5106703;30
5106752;1282
5106778;423
5106802;961
5106828;883
5106851;176
5107008;1411
5107040;4217
5107065;2042
5107107;511
5107156;38
5107180;418
5107198;81
5107206;91
5107248;479
5107263;180
5107297;78
5107305;1043
5107354;856
5107404;42
5107578;330
5107602;2668
5107701;589
5107743;278
5107750;182
5107768;1068
5107776;358
5107792;1045
5107800;1414
5107859;1276
5107875;6498
5107883;96
5107909;1485
5107925;3957
5107941;1040
5107958;2258
5108006;1818
5108055;214
5108105;352
5108204;317
5108303;390
5108352;85
5108402;196
5108501;1055
5108600;827
5108808;125
5108857;210
5108907;752
5108956;549
5200050;142
5200100;320
5200134;848
5200159;183
5200175;506
5200209;96
5200258;27
5200308;480
5200506;37
5200555;36
5200605;279
5200803;118
5200829;59
5200852;62
5200902;58
5201108;600
5201207;3
5201306;291
5201405;140
5201454;265
5201504;462
5201603;53
5201702;122
5201801;173
5202155;275
5202353;159
5202502;544
5202601;100
5202809;72
5203104;59
5203203;374
5203302;974
5203401;157
5203500;468
5203559;67
5203575;325
5203609;47
5203807;292
5203906;372
5203939;27
5203962;2
5204003;381
5204102;753
5204201;43
5204250;156
5204300;383
5204409;937
5204508;414
5204557;59
5204607;91
5204656;58
5204706;90
5204805;789
5204854;105
5204904;85
5204953;48
5205000;80
5205059;32
5205109;1171
5205208;114
5205307;59
5205406;40
5205455;190
5205471;910
5205497;140
5205513;252
5205521;34
5205703;50
5205802;413
5205901;257
5206206;5386
5206305;79
5206404;241
5206503;102
5206602;99
5206701;6
5206800;23
5206909;32
5207105;62
5207253;413
5207352;143
5207402;502
5207501;61
5207535;177
5207600;145
5207808;94
5207907;261
5208004;1913
5208103;36
5208152;210
5208301;43
5208400;141
5208509;86
5208608;1000
5208707;2270
5208806;178
5208905;695
5209101;1027
5209150;137
5209200;140
5209291;40
5209408;66
5209457;22
5209606;27
5209705;672
5209804;56
5209903;425
5209937;236
5209952;224
5210000;1362
5210109;1376
5210158;13
5210208;191
5210307;74
5210406;1453
5210562;51
5210604;38
5210802;366
5210901;268
5211008;432
5211206;262
5211305;508
5211404;80
5211503;2331
5211602;134
5211701;185
5211800;316
5211909;3085
5212006;70
5212055;17
5212105;199
5212204;748
5212253;62
5212303;924
5212501;1549
5212600;90
5212709;59
5212808;176
5212907;28
5212956;233
5213004;466
5213053;195
5213087;74
5213103;2240
5213400;74
5213509;152
5213707;517
5213756;1027
5213772;109
5213806;1202
5213855;16
5213905;150
5214002;297
5214051;489
5214101;74
5214408;178
5214507;290
5214606;788
5214705;26
5214804;45
5214838;1296
5214861;91
5214879;34
5214903;124
5215009;44
5215207;111
5215231;348
5215256;187
5215306;576
5215405;72
5215504;107
5215603;813
5215652;169
5215702;602
5215801;28
5215900;80
5216007;77
5216304;228
5216403;1201
5216452;240
5216809;129
5216908;59
5217104;803
5217203;321
5217302;426
5217401;543
5217609;822
5217708;475
5218003;582
5218052;249
5218102;235
5218300;377
5218391;89
5218508;1072
5218607;71
5218706;55
5218789;36
5218805;6783
5218904;1397
5219001;71
5219100;61
5219209;259
5219258;240
5219308;1277
5219357;136
5219407;214
5219456;312
5219506;36
5219605;78
5219704;90
5219712;639
5219738;100
5219753;121
5219803;124
5219902;267
5220009;507
5220058;68
5220108;190
5220157;119
5220207;1101
5220264;209
5220280;772
5220405;116
5220454;153
5220504;609
5220603;950
5220686;57
5220702;93
5221007;47
5221080;10
5221197;65
5221304;25
5221403;396
5221452;55
5221502;139
5221551;1010
5221577;53
5221601;279
5221700;60
5221809;316
5221858;18
5221908;82
5222005;427
5222054;400
5222203;268
5222302;400
5300108;5407
