"Cód.";"Município";"Grupos de área total";"Arroz em casca";"Milho em grão";"Soja em grão"
"3136579";"Josenópolis (MG)";"De 200 a menos de 500 ha";"X";"X";"-"
"3136579";"Josenópolis (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3136579";"Josenópolis (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3136579";"Josenópolis (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3136579";"Josenópolis (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3136603";"Nova União (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3136603";"Nova União (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3136603";"Nova União (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3136603";"Nova União (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3136603";"Nova União (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3136652";"Juatuba (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3136652";"Juatuba (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3136652";"Juatuba (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3136652";"Juatuba (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3136652";"Juatuba (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3136702";"Juiz de Fora (MG)";"De 200 a menos de 500 ha";"-";"34";"-"
"3136702";"Juiz de Fora (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3136702";"Juiz de Fora (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3136702";"Juiz de Fora (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3136702";"Juiz de Fora (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3136801";"Juramento (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3136801";"Juramento (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3136801";"Juramento (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3136801";"Juramento (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3136801";"Juramento (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3136900";"Juruaia (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3136900";"Juruaia (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3136900";"Juruaia (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3136900";"Juruaia (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3136900";"Juruaia (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3136959";"Juvenília (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3136959";"Juvenília (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3136959";"Juvenília (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3136959";"Juvenília (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3136959";"Juvenília (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137007";"Ladainha (MG)";"De 200 a menos de 500 ha";"-";"38";"-"
"3137007";"Ladainha (MG)";"De 500 a menos de 1.000 ha";"-";"15";"-"
"3137007";"Ladainha (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3137007";"Ladainha (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137007";"Ladainha (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137106";"Lagamar (MG)";"De 200 a menos de 500 ha";"-";"948";"X"
"3137106";"Lagamar (MG)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"3137106";"Lagamar (MG)";"De 1.000 a menos de 2.500 ha";"-";"2133";"9041"
"3137106";"Lagamar (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137106";"Lagamar (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137205";"Lagoa da Prata (MG)";"De 200 a menos de 500 ha";"-";"-";"X"
"3137205";"Lagoa da Prata (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3137205";"Lagoa da Prata (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3137205";"Lagoa da Prata (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137205";"Lagoa da Prata (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137304";"Lagoa dos Patos (MG)";"De 200 a menos de 500 ha";"-";"89";"-"
"3137304";"Lagoa dos Patos (MG)";"De 500 a menos de 1.000 ha";"-";"115";"-"
"3137304";"Lagoa dos Patos (MG)";"De 1.000 a menos de 2.500 ha";"X";"X";"-"
"3137304";"Lagoa dos Patos (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137304";"Lagoa dos Patos (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137403";"Lagoa Dourada (MG)";"De 200 a menos de 500 ha";"-";"13421";"X"
"3137403";"Lagoa Dourada (MG)";"De 500 a menos de 1.000 ha";"-";"1362";"X"
"3137403";"Lagoa Dourada (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3137403";"Lagoa Dourada (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137403";"Lagoa Dourada (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137502";"Lagoa Formosa (MG)";"De 200 a menos de 500 ha";"-";"4723";"12129"
"3137502";"Lagoa Formosa (MG)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"3137502";"Lagoa Formosa (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3137502";"Lagoa Formosa (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137502";"Lagoa Formosa (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137536";"Lagoa Grande (MG)";"De 200 a menos de 500 ha";"-";"X";"X"
"3137536";"Lagoa Grande (MG)";"De 500 a menos de 1.000 ha";"-";"X";"1680"
"3137536";"Lagoa Grande (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3137536";"Lagoa Grande (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"3137536";"Lagoa Grande (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137601";"Lagoa Santa (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3137601";"Lagoa Santa (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3137601";"Lagoa Santa (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3137601";"Lagoa Santa (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137601";"Lagoa Santa (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137700";"Lajinha (MG)";"De 200 a menos de 500 ha";"-";"29";"-"
"3137700";"Lajinha (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3137700";"Lajinha (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3137700";"Lajinha (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137700";"Lajinha (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137809";"Lambari (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3137809";"Lambari (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3137809";"Lambari (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3137809";"Lambari (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137809";"Lambari (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3137908";"Lamim (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3137908";"Lamim (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3137908";"Lamim (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3137908";"Lamim (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3137908";"Lamim (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138005";"Laranjal (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3138005";"Laranjal (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138005";"Laranjal (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138005";"Laranjal (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138005";"Laranjal (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138104";"Lassance (MG)";"De 200 a menos de 500 ha";"-";"133";"-"
"3138104";"Lassance (MG)";"De 500 a menos de 1.000 ha";"-";"14";"-"
"3138104";"Lassance (MG)";"De 1.000 a menos de 2.500 ha";"-";"241";"X"
"3138104";"Lassance (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"3138104";"Lassance (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138203";"Lavras (MG)";"De 200 a menos de 500 ha";"-";"2785";"X"
"3138203";"Lavras (MG)";"De 500 a menos de 1.000 ha";"-";"3843";"-"
"3138203";"Lavras (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138203";"Lavras (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138203";"Lavras (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138302";"Leandro Ferreira (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3138302";"Leandro Ferreira (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138302";"Leandro Ferreira (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138302";"Leandro Ferreira (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138302";"Leandro Ferreira (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138351";"Leme do Prado (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3138351";"Leme do Prado (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138351";"Leme do Prado (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138351";"Leme do Prado (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138351";"Leme do Prado (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138401";"Leopoldina (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3138401";"Leopoldina (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138401";"Leopoldina (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138401";"Leopoldina (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138401";"Leopoldina (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138500";"Liberdade (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3138500";"Liberdade (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138500";"Liberdade (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138500";"Liberdade (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138500";"Liberdade (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138609";"Lima Duarte (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3138609";"Lima Duarte (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138609";"Lima Duarte (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138609";"Lima Duarte (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138609";"Lima Duarte (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138625";"Limeira do Oeste (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3138625";"Limeira do Oeste (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138625";"Limeira do Oeste (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138625";"Limeira do Oeste (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138625";"Limeira do Oeste (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138658";"Lontra (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3138658";"Lontra (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138658";"Lontra (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138658";"Lontra (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138658";"Lontra (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138674";"Luisburgo (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3138674";"Luisburgo (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138674";"Luisburgo (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138674";"Luisburgo (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138674";"Luisburgo (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138682";"Luislândia (MG)";"De 200 a menos de 500 ha";"-";"13";"-"
"3138682";"Luislândia (MG)";"De 500 a menos de 1.000 ha";"-";"47";"-"
"3138682";"Luislândia (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3138682";"Luislândia (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138682";"Luislândia (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138708";"Luminárias (MG)";"De 200 a menos de 500 ha";"-";"X";"3216"
"3138708";"Luminárias (MG)";"De 500 a menos de 1.000 ha";"-";"2263";"6611"
"3138708";"Luminárias (MG)";"De 1.000 a menos de 2.500 ha";"-";"3410";"X"
"3138708";"Luminárias (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"3138708";"Luminárias (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138807";"Luz (MG)";"De 200 a menos de 500 ha";"-";"1615";"X"
"3138807";"Luz (MG)";"De 500 a menos de 1.000 ha";"-";"1248";"-"
"3138807";"Luz (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3138807";"Luz (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"3138807";"Luz (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3138906";"Machacalis (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3138906";"Machacalis (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3138906";"Machacalis (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3138906";"Machacalis (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3138906";"Machacalis (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139003";"Machado (MG)";"De 200 a menos de 500 ha";"-";"3939";"5293"
"3139003";"Machado (MG)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"3139003";"Machado (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3139003";"Machado (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139003";"Machado (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139102";"Madre de Deus de Minas (MG)";"De 200 a menos de 500 ha";"-";"7057";"4945"
"3139102";"Madre de Deus de Minas (MG)";"De 500 a menos de 1.000 ha";"-";"8380";"6907"
"3139102";"Madre de Deus de Minas (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3139102";"Madre de Deus de Minas (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139102";"Madre de Deus de Minas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139201";"Malacacheta (MG)";"De 200 a menos de 500 ha";"-";"49";"-"
"3139201";"Malacacheta (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3139201";"Malacacheta (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3139201";"Malacacheta (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139201";"Malacacheta (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139250";"Mamonas (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3139250";"Mamonas (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3139250";"Mamonas (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3139250";"Mamonas (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139250";"Mamonas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139300";"Manga (MG)";"De 200 a menos de 500 ha";"-";"111";"-"
"3139300";"Manga (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3139300";"Manga (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3139300";"Manga (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"3139300";"Manga (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139409";"Manhuaçu (MG)";"De 200 a menos de 500 ha";"-";"134";"-"
"3139409";"Manhuaçu (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3139409";"Manhuaçu (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3139409";"Manhuaçu (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139409";"Manhuaçu (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139508";"Manhumirim (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3139508";"Manhumirim (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3139508";"Manhumirim (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3139508";"Manhumirim (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139508";"Manhumirim (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139607";"Mantena (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3139607";"Mantena (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3139607";"Mantena (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3139607";"Mantena (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139607";"Mantena (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139706";"Maravilhas (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3139706";"Maravilhas (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3139706";"Maravilhas (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3139706";"Maravilhas (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139706";"Maravilhas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139805";"Mar de Espanha (MG)";"De 200 a menos de 500 ha";"-";"17";"-"
"3139805";"Mar de Espanha (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3139805";"Mar de Espanha (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3139805";"Mar de Espanha (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139805";"Mar de Espanha (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3139904";"Maria da Fé (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3139904";"Maria da Fé (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3139904";"Maria da Fé (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3139904";"Maria da Fé (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3139904";"Maria da Fé (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140001";"Mariana (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3140001";"Mariana (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3140001";"Mariana (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140001";"Mariana (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"3140001";"Mariana (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140100";"Marilac (MG)";"De 200 a menos de 500 ha";"-";"38";"-"
"3140100";"Marilac (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3140100";"Marilac (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3140100";"Marilac (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140100";"Marilac (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140159";"Mário Campos (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3140159";"Mário Campos (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140159";"Mário Campos (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140159";"Mário Campos (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140159";"Mário Campos (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140209";"Maripá de Minas (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3140209";"Maripá de Minas (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140209";"Maripá de Minas (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140209";"Maripá de Minas (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140209";"Maripá de Minas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140308";"Marliéria (MG)";"De 200 a menos de 500 ha";"-";"71";"-"
"3140308";"Marliéria (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140308";"Marliéria (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140308";"Marliéria (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140308";"Marliéria (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140407";"Marmelópolis (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3140407";"Marmelópolis (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140407";"Marmelópolis (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140407";"Marmelópolis (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140407";"Marmelópolis (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140506";"Martinho Campos (MG)";"De 200 a menos de 500 ha";"-";"402";"X"
"3140506";"Martinho Campos (MG)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"3140506";"Martinho Campos (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3140506";"Martinho Campos (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140506";"Martinho Campos (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140530";"Martins Soares (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3140530";"Martins Soares (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140530";"Martins Soares (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140530";"Martins Soares (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140530";"Martins Soares (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140555";"Mata Verde (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3140555";"Mata Verde (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140555";"Mata Verde (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140555";"Mata Verde (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140555";"Mata Verde (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140605";"Materlândia (MG)";"De 200 a menos de 500 ha";"-";"137";"-"
"3140605";"Materlândia (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3140605";"Materlândia (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140605";"Materlândia (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140605";"Materlândia (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140704";"Mateus Leme (MG)";"De 200 a menos de 500 ha";"-";"478";"-"
"3140704";"Mateus Leme (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140704";"Mateus Leme (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140704";"Mateus Leme (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140704";"Mateus Leme (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140803";"Matias Barbosa (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3140803";"Matias Barbosa (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140803";"Matias Barbosa (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140803";"Matias Barbosa (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140803";"Matias Barbosa (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140852";"Matias Cardoso (MG)";"De 200 a menos de 500 ha";"-";"269";"X"
"3140852";"Matias Cardoso (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140852";"Matias Cardoso (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3140852";"Matias Cardoso (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"3140852";"Matias Cardoso (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3140902";"Matipó (MG)";"De 200 a menos de 500 ha";"-";"39";"-"
"3140902";"Matipó (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3140902";"Matipó (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3140902";"Matipó (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3140902";"Matipó (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141009";"Mato Verde (MG)";"De 200 a menos de 500 ha";"-";"2";"-"
"3141009";"Mato Verde (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3141009";"Mato Verde (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3141009";"Mato Verde (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141009";"Mato Verde (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141108";"Matozinhos (MG)";"De 200 a menos de 500 ha";"-";"-";"X"
"3141108";"Matozinhos (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3141108";"Matozinhos (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"X"
"3141108";"Matozinhos (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141108";"Matozinhos (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141207";"Matutina (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3141207";"Matutina (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3141207";"Matutina (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3141207";"Matutina (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141207";"Matutina (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141306";"Medeiros (MG)";"De 200 a menos de 500 ha";"-";"4858";"7694"
"3141306";"Medeiros (MG)";"De 500 a menos de 1.000 ha";"-";"3597";"X"
"3141306";"Medeiros (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3141306";"Medeiros (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141306";"Medeiros (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141405";"Medina (MG)";"De 200 a menos de 500 ha";"-";"39";"-"
"3141405";"Medina (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3141405";"Medina (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3141405";"Medina (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141405";"Medina (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141504";"Mendes Pimentel (MG)";"De 200 a menos de 500 ha";"-";"4";"-"
"3141504";"Mendes Pimentel (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3141504";"Mendes Pimentel (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3141504";"Mendes Pimentel (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
