"Cód.";"Município";"Grupos de área total";"Arroz em casca";"Milho em grão";"Soja em grão"
"3141504";"Mendes Pimentel (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141603";"Mercês (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3141603";"Mercês (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3141603";"Mercês (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3141603";"Mercês (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141603";"Mercês (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141702";"Mesquita (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3141702";"Mesquita (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3141702";"Mesquita (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3141702";"Mesquita (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141702";"Mesquita (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141801";"Minas Novas (MG)";"De 200 a menos de 500 ha";"-";"1";"-"
"3141801";"Minas Novas (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3141801";"Minas Novas (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3141801";"Minas Novas (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141801";"Minas Novas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3141900";"Minduri (MG)";"De 200 a menos de 500 ha";"-";"2162";"X"
"3141900";"Minduri (MG)";"De 500 a menos de 1.000 ha";"-";"1651";"X"
"3141900";"Minduri (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3141900";"Minduri (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3141900";"Minduri (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142007";"Mirabela (MG)";"De 200 a menos de 500 ha";"-";"13";"-"
"3142007";"Mirabela (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3142007";"Mirabela (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3142007";"Mirabela (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142007";"Mirabela (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142106";"Miradouro (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3142106";"Miradouro (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3142106";"Miradouro (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3142106";"Miradouro (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142106";"Miradouro (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142205";"Miraí (MG)";"De 200 a menos de 500 ha";"-";"115";"-"
"3142205";"Miraí (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3142205";"Miraí (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3142205";"Miraí (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142205";"Miraí (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142254";"Miravânia (MG)";"De 200 a menos de 500 ha";"-";"14";"-"
"3142254";"Miravânia (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3142254";"Miravânia (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3142254";"Miravânia (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142254";"Miravânia (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142304";"Moeda (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3142304";"Moeda (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3142304";"Moeda (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3142304";"Moeda (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142304";"Moeda (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142403";"Moema (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3142403";"Moema (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3142403";"Moema (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3142403";"Moema (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142403";"Moema (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142502";"Monjolos (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3142502";"Monjolos (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3142502";"Monjolos (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3142502";"Monjolos (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142502";"Monjolos (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142601";"Monsenhor Paulo (MG)";"De 200 a menos de 500 ha";"-";"1102";"-"
"3142601";"Monsenhor Paulo (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3142601";"Monsenhor Paulo (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3142601";"Monsenhor Paulo (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142601";"Monsenhor Paulo (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142700";"Montalvânia (MG)";"De 200 a menos de 500 ha";"-";"214";"-"
"3142700";"Montalvânia (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3142700";"Montalvânia (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3142700";"Montalvânia (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142700";"Montalvânia (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142809";"Monte Alegre de Minas (MG)";"De 200 a menos de 500 ha";"-";"2180";"24979"
"3142809";"Monte Alegre de Minas (MG)";"De 500 a menos de 1.000 ha";"-";"5425";"15218"
"3142809";"Monte Alegre de Minas (MG)";"De 1.000 a menos de 2.500 ha";"-";"4297";"16363"
"3142809";"Monte Alegre de Minas (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"3142809";"Monte Alegre de Minas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3142908";"Monte Azul (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3142908";"Monte Azul (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3142908";"Monte Azul (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3142908";"Monte Azul (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3142908";"Monte Azul (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143005";"Monte Belo (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3143005";"Monte Belo (MG)";"De 500 a menos de 1.000 ha";"X";"-";"-"
"3143005";"Monte Belo (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143005";"Monte Belo (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"X"
"3143005";"Monte Belo (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143104";"Monte Carmelo (MG)";"De 200 a menos de 500 ha";"-";"2040";"13330"
"3143104";"Monte Carmelo (MG)";"De 500 a menos de 1.000 ha";"-";"3775";"8179"
"3143104";"Monte Carmelo (MG)";"De 1.000 a menos de 2.500 ha";"-";"3005";"5759"
"3143104";"Monte Carmelo (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143104";"Monte Carmelo (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143153";"Monte Formoso (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3143153";"Monte Formoso (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3143153";"Monte Formoso (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143153";"Monte Formoso (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143153";"Monte Formoso (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143203";"Monte Santo de Minas (MG)";"De 200 a menos de 500 ha";"-";"2407";"-"
"3143203";"Monte Santo de Minas (MG)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"3143203";"Monte Santo de Minas (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143203";"Monte Santo de Minas (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143203";"Monte Santo de Minas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143302";"Montes Claros (MG)";"De 200 a menos de 500 ha";"-";"97";"-"
"3143302";"Montes Claros (MG)";"De 500 a menos de 1.000 ha";"-";"37";"-"
"3143302";"Montes Claros (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3143302";"Montes Claros (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143302";"Montes Claros (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143401";"Monte Sião (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3143401";"Monte Sião (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3143401";"Monte Sião (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143401";"Monte Sião (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143401";"Monte Sião (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143450";"Montezuma (MG)";"De 200 a menos de 500 ha";"-";"1";"-"
"3143450";"Montezuma (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3143450";"Montezuma (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143450";"Montezuma (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143450";"Montezuma (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143500";"Morada Nova de Minas (MG)";"De 200 a menos de 500 ha";"-";"1522";"X"
"3143500";"Morada Nova de Minas (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3143500";"Morada Nova de Minas (MG)";"De 1.000 a menos de 2.500 ha";"-";"1315";"X"
"3143500";"Morada Nova de Minas (MG)";"De 2.500 a menos de 10.000 ha";"-";"8820";"7758"
"3143500";"Morada Nova de Minas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143609";"Morro da Garça (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3143609";"Morro da Garça (MG)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"3143609";"Morro da Garça (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143609";"Morro da Garça (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143609";"Morro da Garça (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143708";"Morro do Pilar (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3143708";"Morro do Pilar (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3143708";"Morro do Pilar (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143708";"Morro do Pilar (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143708";"Morro do Pilar (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143807";"Munhoz (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3143807";"Munhoz (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3143807";"Munhoz (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143807";"Munhoz (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143807";"Munhoz (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3143906";"Muriaé (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3143906";"Muriaé (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3143906";"Muriaé (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3143906";"Muriaé (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3143906";"Muriaé (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144003";"Mutum (MG)";"De 200 a menos de 500 ha";"X";"X";"-"
"3144003";"Mutum (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3144003";"Mutum (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144003";"Mutum (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144003";"Mutum (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144102";"Muzambinho (MG)";"De 200 a menos de 500 ha";"-";"470";"-"
"3144102";"Muzambinho (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3144102";"Muzambinho (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144102";"Muzambinho (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144102";"Muzambinho (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144201";"Nacip Raydan (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3144201";"Nacip Raydan (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3144201";"Nacip Raydan (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144201";"Nacip Raydan (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144201";"Nacip Raydan (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144300";"Nanuque (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3144300";"Nanuque (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3144300";"Nanuque (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144300";"Nanuque (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144300";"Nanuque (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144359";"Naque (MG)";"De 200 a menos de 500 ha";"-";"52";"-"
"3144359";"Naque (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3144359";"Naque (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144359";"Naque (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144359";"Naque (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144375";"Natalândia (MG)";"De 200 a menos de 500 ha";"-";"X";"X"
"3144375";"Natalândia (MG)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"3144375";"Natalândia (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3144375";"Natalândia (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144375";"Natalândia (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144409";"Natércia (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3144409";"Natércia (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3144409";"Natércia (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144409";"Natércia (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144409";"Natércia (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144508";"Nazareno (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3144508";"Nazareno (MG)";"De 500 a menos de 1.000 ha";"-";"2722";"X"
"3144508";"Nazareno (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144508";"Nazareno (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144508";"Nazareno (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144607";"Nepomuceno (MG)";"De 200 a menos de 500 ha";"-";"3114";"X"
"3144607";"Nepomuceno (MG)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"3144607";"Nepomuceno (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144607";"Nepomuceno (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144607";"Nepomuceno (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144656";"Ninheira (MG)";"De 200 a menos de 500 ha";"-";"17";"-"
"3144656";"Ninheira (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3144656";"Ninheira (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144656";"Ninheira (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144656";"Ninheira (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144672";"Nova Belém (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3144672";"Nova Belém (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3144672";"Nova Belém (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144672";"Nova Belém (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144672";"Nova Belém (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144706";"Nova Era (MG)";"De 200 a menos de 500 ha";"-";"125";"-"
"3144706";"Nova Era (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3144706";"Nova Era (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144706";"Nova Era (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144706";"Nova Era (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144805";"Nova Lima (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3144805";"Nova Lima (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3144805";"Nova Lima (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144805";"Nova Lima (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144805";"Nova Lima (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3144904";"Nova Módica (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3144904";"Nova Módica (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3144904";"Nova Módica (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3144904";"Nova Módica (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3144904";"Nova Módica (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145000";"Nova Ponte (MG)";"De 200 a menos de 500 ha";"-";"9642";"13932"
"3145000";"Nova Ponte (MG)";"De 500 a menos de 1.000 ha";"-";"12772";"22491"
"3145000";"Nova Ponte (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3145000";"Nova Ponte (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"X"
"3145000";"Nova Ponte (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145059";"Nova Porteirinha (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3145059";"Nova Porteirinha (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145059";"Nova Porteirinha (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145059";"Nova Porteirinha (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145059";"Nova Porteirinha (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145109";"Nova Resende (MG)";"De 200 a menos de 500 ha";"-";"654";"X"
"3145109";"Nova Resende (MG)";"De 500 a menos de 1.000 ha";"-";"1866";"X"
"3145109";"Nova Resende (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145109";"Nova Resende (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145109";"Nova Resende (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145208";"Nova Serrana (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3145208";"Nova Serrana (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145208";"Nova Serrana (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145208";"Nova Serrana (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145208";"Nova Serrana (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145307";"Novo Cruzeiro (MG)";"De 200 a menos de 500 ha";"-";"452";"-"
"3145307";"Novo Cruzeiro (MG)";"De 500 a menos de 1.000 ha";"-";"124";"-"
"3145307";"Novo Cruzeiro (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3145307";"Novo Cruzeiro (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145307";"Novo Cruzeiro (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145356";"Novo Oriente de Minas (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3145356";"Novo Oriente de Minas (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3145356";"Novo Oriente de Minas (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145356";"Novo Oriente de Minas (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145356";"Novo Oriente de Minas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145372";"Novorizonte (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3145372";"Novorizonte (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145372";"Novorizonte (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145372";"Novorizonte (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145372";"Novorizonte (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145406";"Olaria (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3145406";"Olaria (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145406";"Olaria (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145406";"Olaria (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145406";"Olaria (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145455";"Olhos-d'Água (MG)";"De 200 a menos de 500 ha";"-";"108";"-"
"3145455";"Olhos-d'Água (MG)";"De 500 a menos de 1.000 ha";"-";"32";"-"
"3145455";"Olhos-d'Água (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"3145455";"Olhos-d'Água (MG)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"3145455";"Olhos-d'Água (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145505";"Olímpio Noronha (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3145505";"Olímpio Noronha (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145505";"Olímpio Noronha (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145505";"Olímpio Noronha (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145505";"Olímpio Noronha (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145604";"Oliveira (MG)";"De 200 a menos de 500 ha";"-";"342";"-"
"3145604";"Oliveira (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3145604";"Oliveira (MG)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"3145604";"Oliveira (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145604";"Oliveira (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145703";"Oliveira Fortes (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3145703";"Oliveira Fortes (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145703";"Oliveira Fortes (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145703";"Oliveira Fortes (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145703";"Oliveira Fortes (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145802";"Onça de Pitangui (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3145802";"Onça de Pitangui (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3145802";"Onça de Pitangui (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145802";"Onça de Pitangui (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145802";"Onça de Pitangui (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145851";"Oratórios (MG)";"De 200 a menos de 500 ha";"-";"6";"-"
"3145851";"Oratórios (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145851";"Oratórios (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145851";"Oratórios (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145851";"Oratórios (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145877";"Orizânia (MG)";"De 200 a menos de 500 ha";"-";"-";"-"
"3145877";"Orizânia (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145877";"Orizânia (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145877";"Orizânia (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145877";"Orizânia (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3145901";"Ouro Branco (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3145901";"Ouro Branco (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3145901";"Ouro Branco (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3145901";"Ouro Branco (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3145901";"Ouro Branco (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3146008";"Ouro Fino (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3146008";"Ouro Fino (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3146008";"Ouro Fino (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3146008";"Ouro Fino (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3146008";"Ouro Fino (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3146107";"Ouro Preto (MG)";"De 200 a menos de 500 ha";"-";"14";"-"
"3146107";"Ouro Preto (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3146107";"Ouro Preto (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3146107";"Ouro Preto (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3146107";"Ouro Preto (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3146206";"Ouro Verde de Minas (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3146206";"Ouro Verde de Minas (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3146206";"Ouro Verde de Minas (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3146206";"Ouro Verde de Minas (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3146206";"Ouro Verde de Minas (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3146255";"Padre Carvalho (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3146255";"Padre Carvalho (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3146255";"Padre Carvalho (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3146255";"Padre Carvalho (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3146255";"Padre Carvalho (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3146305";"Padre Paraíso (MG)";"De 200 a menos de 500 ha";"-";"X";"-"
"3146305";"Padre Paraíso (MG)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"3146305";"Padre Paraíso (MG)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"3146305";"Padre Paraíso (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3146305";"Padre Paraíso (MG)";"De 10.000 ha e mais";"-";"-";"-"
"3146404";"Paineiras (MG)";"De 200 a menos de 500 ha";"-";"168";"-"
"3146404";"Paineiras (MG)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"3146404";"Paineiras (MG)";"De 1.000 a menos de 2.500 ha";"X";"X";"-"
"3146404";"Paineiras (MG)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"3146404";"Paineiras (MG)";"De 10.000 ha e mais";"-";"-";"-"
