"id_municipio","muni","acessos_2019","pop_resid_estimada_2019","acessos_cada_100_mil_hab","class_acessos_100mil_2019"
5106109,"Nossa Senhora do Livramento (MT)",34427,13216,260494.85472155,"Médio Baixo"
5106158,"Nova Bandeirantes (MT)",59889,15288,391738.618524333,"Médio Alto"
5106174,"Nova Nazaré (MT)",9545,3849,247986.489997402,"Médio Baixo"
5106182,"Nova Lacerda (MT)",25496,6640,383975.903614458,"Médio Alto"
5106190,"Nova Santa Helena (MT)",21758,3718,585207.100591716,"Alto"
5106208,"Nova Brasilândia (MT)",24487,3829,639514.233481327,"Alto"
5106216,"Nova Canaã do Norte (MT)",73793,12787,577093.923516071,"Alto"
5106224,"Nova Mutum (MT)",378052,45378,833117.369650491,"Muito Alto"
5106232,"Nova Olímpia (MT)",113928,20301,561194.029850746,"Alto"
5106240,"Nova Ubiratã (MT)",46871,11982,391178.434318144,"Médio Alto"
5106257,"Nova Xavantina (MT)",134939,21374,631323.10283522,"Alto"
5106265,"Novo Mundo (MT)",29576,9178,322248.855959904,"Médio Baixo"
5106273,"Novo Horizonte do Norte (MT)",17260,4004,431068.931068931,"Médio Alto"
5106281,"Novo São Joaquim (MT)",26244,5074,517225.068979109,"Alto"
5106299,"Paranaíta (MT)",75327,11225,671064.587973274,"Alto"
5106307,"Paranatinga (MT)",140191,22563,621331.383238045,"Alto"
5106315,"Novo Santo Antônio (MT)",9925,2640,375946.96969697,"Médio Alto"
5106372,"Pedra Preta (MT)",120131,17626,681555.656416657,"Muito Alto"
5106422,"Peixoto de Azevedo (MT)",214018,34976,611899.588289113,"Alto"
5106455,"Planalto da Serra (MT)",19976,2662,750413.223140496,"Muito Alto"
5106505,"Poconé (MT)",187799,32843,571808.300094388,"Alto"
5106653,"Pontal do Araguaia (MT)",36838,6711,548919.68410073,"Alto"
5106703,"Ponte Branca (MT)",8052,1576,510913.705583756,"Alto"
5106752,"Pontes e Lacerda (MT)",375584,45436,826622.061801215,"Muito Alto"
5106778,"Porto Alegre do Norte (MT)",59413,12517,474658.464488296,"Médio Alto"
5106802,"Porto dos Gaúchos (MT)",32984,5410,609685.767097967,"Alto"
5106828,"Porto Esperidião (MT)",42520,12017,353832.071232421,"Médio Alto"
5106851,"Porto Estrela (MT)",12226,2963,412622.342220722,"Médio Alto"
5107008,"Poxoréu (MT)",68062,16219,419643.627843887,"Médio Alto"
5107040,"Primavera do Leste (MT)",636509,62019,1026312.90411003,"Muito Alto"
5107065,"Querência (MT)",131364,17479,751553.292522455,"Muito Alto"
5107107,"São José dos Quatro Marcos (MT)",121167,18906,640891.780387179,"Alto"
5107156,"Reserva do Cabaçal (MT)",10933,2732,400183.016105417,"Médio Alto"
5107180,"Ribeirão Cascalheira (MT)",52337,10206,512806.192435822,"Alto"
5107198,"Ribeirãozinho (MT)",12291,2405,511060.291060291,"Alto"
5107206,"Rio Branco (MT)",29431,5156,570810.705973623,"Alto"
5107248,"Santa Carmem (MT)",28458,4525,628906.077348066,"Alto"
5107263,"Santo Afonso (MT)",15480,3146,492053.40114431,"Médio Alto"
5107297,"São José do Povo (MT)",11780,4063,289933.546640414,"Médio Baixo"
5107305,"São José do Rio Claro (MT)",66929,20664,323891.792489353,"Médio Baixo"
5107354,"São José do Xingu (MT)",14901,5595,266327.077747989,"Médio Baixo"
5107404,"São Pedro da Cipa (MT)",23970,4727,507086.947323884,"Alto"
5107578,"Rondolândia (MT)",7987,4001,199625.093726568,"Baixo"
5107602,"Rondonópolis (MT)",3900370,232491,1677643.43565987,"Muito Alto"
5107701,"Rosário Oeste (MT)",77041,17151,449192.46691155,"Médio Alto"
5107743,"Santa Cruz do Xingu (MT)",13463,2564,525078.003120125,"Alto"
5107750,"Salto do Céu (MT)",13795,3365,409955.423476969,"Médio Alto"
5107768,"Santa Rita do Trivelato (MT)",21686,3429,632429.279673374,"Alto"
5107776,"Santa Terezinha (MT)",21476,8371,256552.38322781,"Médio Baixo"
5107792,"Santo Antônio do Leste (MT)",16920,5174,327019.713954387,"Médio Baixo"
5107800,"Santo Antônio do Leverger (MT)",66518,16628,400036.083714217,"Médio Alto"
5107859,"São Félix do Araguaia (MT)",48551,11708,414682.268534335,"Médio Alto"
5107875,"Sapezal (MT)",228753,25881,883864.611104671,"Muito Alto"
5107883,"Serra Nova Dourada (MT)",9440,1650,572121.212121212,"Alto"
5107909,"Sinop (MT)",1392199,142996,973592.967635458,"Muito Alto"
5107925,"Sorriso (MT)",769699,90313,852257.150133425,"Muito Alto"
5107941,"Tabaporã (MT)",54223,9489,571430.076931183,"Alto"
5107958,"Tangará da Serra (MT)",811777,103750,782435.662650602,"Muito Alto"
5108006,"Tapurah (MT)",78806,13705,575016.417365925,"Alto"
5108055,"Terra Nova do Norte (MT)",63547,9667,657360.091031344,"Alto"
5108105,"Tesouro (MT)",9058,3805,238055.190538765,"Baixo"
5108204,"Torixoréu (MT)",23554,3609,652646.162371848,"Alto"
5108303,"União do Sul (MT)",24340,3525,690496.453900709,"Muito Alto"
5108352,"Vale de São Domingos (MT)",8289,3127,265078.349856092,"Médio Baixo"
5108402,"Várzea Grande (MT)",2683300,284971,941604.584326124,"Muito Alto"
5108501,"Vera (MT)",69141,11309,611380.31656203,"Alto"
5108600,"Vila Rica (MT)",117138,26037,449890.540384837,"Médio Alto"
5108808,"Nova Guarita (MT)",27483,4519,608165.523345873,"Alto"
5108857,"Nova Marilândia (MT)",22338,3278,681452.104942038,"Alto"
5108907,"Nova Maringá (MT)",22682,8641,262492.767040852,"Médio Baixo"
5108956,"Nova Monte Verde (MT)",46423,9178,505807.365439093,"Alto"
